Q339896	Ajith Kumar
Q10467	FC Barcelona B
Q23159	Dorset
Q357546	Adirondack Mountains
Q189599	Keith Richards
Q7200	Alexander Pushkin
Q25	Wales
Q231221	Agnes Moorehead
Q154053	Eintracht Braunschweig
Q26062	Robert Bolt
Q44857	John Legend
Q986210	Englewood
Q2353921	Steve Jordan
Q1515763	St. Olaf College
Q2722764	radio personality
Q973587	Internal Revenue Service
Q1423756	Texas Tech University
Q313650	Billy Crudup
Q560286	Mark Gatiss
Q697096	Cecil Beaton
Q482657	Logan
Q83459	Brazil national football team
Q355748	Mehmood Ali
Q488651	Academy Award for Best Original Score
Q211950	Dunfermline
Q234471	Margot Kidder
Q319132	78th Academy Awards
Q9199	Vietnamese
Q182450	George C. Scott
Q234715	Jamie-Lynn Sigler
Q1066018	Toei Company
Q248179	Ty Burrell
Q589894	Ninotchka
Q1177705	Davidson County
Q207458	Mischa Barton
Q262663	University of San Diego
Q364873	Bill Berry
Q428808	Grammy Award for Best Song Written for Visual Media
Q192260	Yngwie Malmsteen
Q11404	drum
Q2045972	Milan Conservatory
Q675576	Pueblo
Q221882	Newell's Old Boys
Q437752	Loudon Wainwright III
Q334634	Los Angeles Dodgers
Q501170	Lewiston
Q1527	Minnesota
Q1722631	In Cold Blood
Q184386	Yes
Q5785	Cayman Islands
Q6122336	Jagdish Raj
Q34060	Yitzhak Rabin
Q814065	Larry Mullen Jr.
Q542475	costume drama
Q1133316	The Wedding Singer
Q501602	Shelby County
Q740143	Husbands and Wives
Q2604800	Primetime Emmy Award for Outstanding Guest Actor in a Drama Series
Q727270	designated hitter
Q2715593	Josiah Bartlet
Q1338873	56th Primetime Emmy Awards
Q888434	Bobby
Q642707	Rare Ltd.
Q867288	ECW Hardcore TV
Q107069	Chris O'Donnell
Q1983457	PolyGram Filmed Entertainment
Q1955682	Guitar Hero 5
Q1195311	The Lion in Winter
Q26988	Cook Islands
Q300568	A Star Is Born
Q779815	animation director
Q16957	German Democratic Republic
Q1449	Genoa
Q2665878	Screen Actors Guild Award for Outstanding Performance by a Male Actor in a Miniseries or Television Movie
Q671475	Logan International Airport
Q241662	groove metal
Q1705192	Michael Semanick
Q19477	Hull City A.F.C.
Q247489	Merck & Co.
Q311314	Sam Elliott
Q237222	Blood Simple
Q527588	Under the Volcano
Q4251124	Kay Cannon
Q655051	The Adventures of Pluto Nash
Q32535	That's My Boy
Q4631714	23rd United States Congress
Q3139	Alpes-Maritimes
Q365090	Sam Simon
Q51691	Amarillo
Q211040	Rose McGowan
Q3121114	Satish Kaushik
Q19850715	The Big Short
Q456	Lyon
Q199931	Leighton Meester
Q43144	Sarah Palin
Q346565	Bill Withers
Q739	Colombia
Q472	Sofia
Q774	Guatemala
Q154293	MSV Duisburg
Q7561043	Final Destination
Q1355172	Wyatt Earp
Q353117	Tony Gilroy
Q294586	Adewale Akinnuoye-Agbaje
Q1516684	University of Kent
Q378913	The Lord of the Rings
Q4212	Ned Beatty
Q1625328	Holy Cross Cemetery
Q71	Geneva
Q376144	The Red Violin
Q631369	Chris Claremont
Q754635	Fairfield
Q465442	Robert Guillaume
Q3002936	Broadcast Film Critics Association Award for Best Comedy Film
Q739708	The Last Hurrah
Q209690	Sir
Q2699012	Kismet
Q755741	Silver Spring
Q4115013	law degree
Q217597	electro
Q310394	Alan Alda
Q194220	Nas
Q6755655	Marc Joseph
Q5967604	urban contemporary gospel
Q917184	24th Academy Awards
Q342549	Nathan Fillion
Q285966	Hawkwind
Q239587	Aimee Mann
Q387370	Irma la Douce
Q332342	Trinity College
Q1808004	Laurence Mark
Q679657	Bobby
Q1091580	The Island of Dr. Moreau
Q484615	Ethan Hawke
Q457250	Henry Hathaway
Q597433	Peter Tork
Q507488	Spartanburg County
Q1029467	Kevin Clash
Q577975	Albert Lee
Q1279758	Mark Johnson
Q311219	Sammo Hung
Q764754	Bury St Edmunds
Q13373	Lucca
Q572335	59th Berlin International Film Festival
Q42519	gray
Q212807	Alias
Q128559	2007 Major League Baseball season
Q111240	Jim Lovell
Q172247	FC Schaffhausen
Q462327	John Heard
Q2567497	Rachel Dawes
Q115541	Dakota Fanning
Q5493376	Wait Until Dark
Q431415	Tejano music
Q264914	Jorge Garcia
Q388972	FC Metalurh Donetsk
Q4632843	28th United States Congress
Q142292	Traffic
Q303	Elvis Presley
Q1474129	Towson University
Q238081	Cicely Tyson
Q1077635	Chris Parnell
Q223596	X-Men: First Class
Q7655230	Sweet Bird of Youth
Q54440	Merrimack County
Q486309	Chisago County
Q37701	Bloemfontein
Q38383	bulldog
Q1153176	tight end
Q471746	The A-Team
Q111332	Academy Award for Best Documentary Feature
Q936573	Crunk
Q1408804	Mark Andrews
Q41351	Jodie Foster
Q181114	Chrysler
Q19837	Steve Jobs
Q377789	Dilip Kumar
Q297265	Richard Hammond
Q628664	The Magnificent Ambersons
Q1077690	The Odd Couple
Q499789	Japan Academy Prize for Outstanding Foreign Language Film
Q5604	Frank Lloyd Wright
Q218074	Neftchi Baku PFC
Q1091168	Showtime
Q2318153	A Medal for Benny
Q319204	Brett Ratner
Q955872	Welling United F.C.
Q311453	Brent Spiner
Q468700	The Fly
Q201788	historian
Q236932	acid rock
Q93788	Max Fleischer
Q1446533	The Young Philadelphians
Q111400	McLean County
Q584301	bassist
Q3993187	Tony Award for Best Costume Design
Q213811	Walter Reisch
Q443961	Jeremy Northam
Q746820	Bay City
Q4551057	15th United States Congress
Q776930	Peterborough
Q1045828	University of East Anglia
Q3918	university
Q49149	Nantucket
Q180942	Shia LaBeouf
Q232562	Ruth Gordon
Q493222	Grays Harbor County
Q131621	House of Wittelsbach
Q439939	Kiernan Shipka
Q5475	Treviso
Q1150713	Summer of Sam
Q428130	Sonic X
Q242650	Mary McCormack
Q108912	Ray Manzarek
Q6649	lesbian
Q501273	Los Angeles Film Critics Association Award for Best Actress
Q203840	Isabella Rossellini
Q580182	Burlington
Q463733	The Champ
Q310621	SV Wehen Wiesbaden
Q238638	Chris Weitz
Q2364650	The Late Show
Q763	Saint Kitts and Nevis
Q2084961	20th Century Fox Home Entertainment
Q35794	University of Cambridge
Q13233	ice cream
Q1859178	University of Strathclyde
Q44903	Lindsay Lohan
Q229220	Maria Bello
Q257271	Loretta Devine
Q255328	The Adventures of Priscilla, Queen of the Desert
Q34597	James A. Garfield
Q13974	NBC
Q475559	Dragon Ball Z: Dead Zone
Q214164	Bellevue
Q60072	The Sound of Music
Q128995	Anthony Eden
Q1365966	Jeremy Thomas
Q639481	Ed Wood
Q2754518	Ross Hunter
Q208948	Rotorua
Q1542342	2007 Grammy Awards
Q1340574	Harry Andrews
Q276269	Joe Mantegna
Q275059	Foreigner
Q2404568	freak folk
Q9623	1952 Winter Olympics
Q81	carrot
Q183816	master's degree
Q2001231	Northwestern State University
Q1318050	Far from the Madding Crowd
Q442309	Andrea Martin
Q1214679	Rambling Rose
Q869161	cornerback
Q235399	Jamaica national football team
Q1353248	New Mexico State University
Q321339	Paul Oakenfold
Q935167	Clifton Collins
Q1383270	Rupert Holmes
Q484247	Cobb County
Q3339059	New York Law School
Q717851	Joseph F. Biroc
Q48975	John Debney
Q2449	Mogadishu
Q39246	Richard Feynman
Q212252	The CW
Q1543439	The Rules of Attraction
Q812573	Baylor University
Q822	Lebanon
Q7199	Marcel Proust
Q1494	Mississippi
Q49147	New Bedford
Q343633	Burgess Meredith
Q929998	Street Fighter II: The Animated Movie
Q746153	University of the West Indies
Q23064	Cheshire
Q652421	MicroProse
Q363019	Adrian Belew
Q494616	Lee County
Q842256	musical film
Q238819	Jay Chou
Q616633	Betty Ross
Q610903	Nebula Award for Best Short Story
Q454200	Jackie Gleason
Q40213	William Butler Yeats
Q390583	Surrey
Q41614	constitutional monarchy
Q944352	66th Academy Awards
Q40321	Dave Chappelle
Q311271	John Lithgow
Q158175	Kid Rock
Q217039	Rotherham
Q4384067	Code Geass
Q243007	Naperville
Q294927	Jerry Lewis
Q5372	basketball
Q549884	Hugo Award for Best Novella
Q1379621	Glens Falls
Q7351	Robert Schumann
Q41564	David Johnston
Q489709	Apache Software Foundation
Q167214	39th Academy Awards
Q11194	Sarajevo
Q486306	Pensacola
Q667389	The Pretenders
Q674111	Street Smart
Q4382250	Chris Thomas King
Q1631735	Howard Bristol
Q115216	Greene County
Q866012	University of Queensland
Q49207	University of New Hampshire
Q1747368	The Second Civil War
Q237454	Marta Kauffman
Q310324	Timothy Hutton
Q223522	Kansas City Chiefs
Q194045	Steven Tyler
Q959341	Enosis Neon Paralimni FC
Q39829	Stephen King
Q336018	Julian Fellowes
Q188874	colorectal cancer
Q310734	Inkheart
Q580716	Punch-Drunk Love
Q42462	York
Q627157	The Collector
Q54138	Beverly
Q1069140	Luis Miguel
Q489831	Kevin Smith
Q355038	Gary Dourdan
Q160534	Jack Kerouac
Q9615	1948 Winter Olympics
Q259254	Bon Jovi
Q508285	Frances Goodrich
Q983082	Jeff Garlin
Q1520037	Separate Tables
Q34424	Shakira
Q19451	Bolton Wanderers F.C.
Q924339	61st Academy Awards
Q51564	John Landis
Q47426	Milton Friedman
Q839434	What Dreams May Come
Q228	Andorra
Q16861	Bexar County
Q1194523	Raymond Chow
Q23051	Swansea
Q848785	Jarhead
Q273704	West Side Story
Q155730	1. FC Magdeburg
Q203995	Southend-on-Sea
Q3351160	Rahul Dev Burman
Q6829877	Michael Dobson
Q1150581	Kentucky
Q81087	University College
Q495974	Passaic County
Q1465636	In Treatment
Q327165	Philip Yordan
Q935956	FC Metalurh Zaporizhya
Q639202	57th Golden Globe Awards
Q868421	University of California, Irvine
Q171091	Philip K. Dick
Q922357	Critics' Choice Movie Award for Best Animated Feature
Q1370	Virginia
Q35314	Nikita Khrushchev
Q4632497	26th United States Congress
Q1579960	I Never Sang for My Father
Q730	Suriname
Q227	Azerbaijan
Q849619	Lynwood
Q454205	Scott McDonald
Q816	Arizona
Q604813	Omnichord
Q1493657	Brainstorm
Q442300	Mark Moses
Q855091	guitarist
Q997206	Ghosts of Mississippi
Q2164531	Rounder Records
Q1197684	The Natural
Q23098	Derbyshire
Q365310	Adolph Deutsch
Q229410	Melissa Leo
Q2365712	The Other Side of Midnight
Q1329368	Ismaily SC
Q1135802	art film
Q60025	Hannah Arendt
Q350199	Jung Sung-ryong
Q426513	Maccabi Netanya F.C.
Q1518310	14th Screen Actors Guild Awards
Q214102	Union
Q8789	cryptography
Q2748513	Trisha Krishnan
Q3630199	Airports Authority of India
Q43310	Germany national football team
Q1367548	Sex, Lies, and Videotape
Q93230	Rawalpindi
Q2227969	Savannah Guthrie
Q9592	Catholic Church
Q310553	Malcolm David Kelley
Q2117891	Pulitzer Prize for Poetry
Q325130	Richard Matheson
Q1480617	Primary Colors
Q324338	FC Torpedo Moscow
Q4227	James Coburn
Q16354843	Still Alice
Q545394	Avi Arad
Q2456777	The Boondocks
Q6259	Pavia
Q1342	Pittsburgh
Q246154	M
Q1175673	David Milch
Q156257	Allegany County
Q311750	Penn Badgley
Q1368170	third baseman
Q317814	Tsui Hark
Q1472663	University of Alabama at Birmingham
Q46683	N. Santhanam
Q62665	The Sting
Q41583	coach
Q272059	Atlanta Falcons
Q51817522	Bruce Banner
Q40345	Joliet
Q627325	graphic designer
Q188772	Willem Dafoe
Q508280	Phyllis Smith
Q1339626	Parsons The New School for Design
Q11215	Windows 7
Q2749583	Presidency University
Q483020	Paris Saint-Germain F.C.
Q192837	Sherlock
Q627438	Arthur
Q93184	drawing
Q155354	University of Marburg
Q135637	chiptune
Q465914	Steven Culp
Q860626	romantic comedy
Q203209	conceptual art
Q1101	North Brabant
Q1230940	Gene Callahan
Q156366	Mono County
Q1121256	Young Adam
Q688333	TNT
Q774682	Republic Pictures
Q36215	Mark Zuckerberg
Q241	Cuba
Q3269488	Dallas Theological Seminary
Q950604	Order of the Star of Romania
Q455723	Robert Cray
Q52162262	film based on literature
Q1197501	Body Double
Q725018	Lierse S.K.
Q540608	Rashida Jones
Q971630	The Delta Force
Q212984	New Plymouth
Q662679	Seven Brides for Seven Brothers
Q1150312	Greek American
Q43301	Fresno
Q269669	Illeana Douglas
Q70979	Sullivan County
Q970208	liver failure
Q19598	Notts County F.C.
Q207373	Colo-Colo
Q192212	Cars 2
Q329744	Martin Short
Q901148	Over the Top
Q467223	Helen
Q2751	Siena
Q1169098	Pat Garrett and Billy the Kid
Q27190	protopunk
Q17884	LGBT
Q622370	docudrama
Q21590660	Western
Q312789	Shakti Kapoor
Q189400	Brooke Shields
Q649998	University of Nairobi
Q1449248	High Anxiety
Q2420151	Newfoundland Standard time
Q1703577	magnet school
Q234277	Communist Party of India (Marxist)
Q1164252	Deathrock
Q240436	Krista Allen
Q8463	slavery
Q297744	Chris Penn
Q200355	Olivia Wilde
Q215057	Rick Perry
Q418	telecommunication
Q186252	Belarus national football team
Q572165	Network
Q230308	Emily Mortimer
Q1347984	Sanctuary Records
Q724455	Rocky Balboa
Q54180	Pomeranian Voivodeship
Q1466001	Villanova University
Q18739	Sunderland A.F.C.
Q6767	Associazione Sportiva Livorno Calcio
Q179808	Palme d'Or
Q17042	Oakland
Q184572	Martin Sheen
Q213474	Aylesbury
Q748294	Hamilton Bulldogs
Q14132	North Korea national football team
Q223813	Turun Palloseura
Q319374	Leon Russell
Q80046	Charlize Theron
Q1196432	The Rainmaker
Q1622208	Steel Azin F.C.
Q36023	Calvin Coolidge
Q1547897	Thomas T. Moulton
Q273055	R. Kelly
Q235622	Claire Bloom
Q283988	Roddy McDowall
Q234883	Jenny Agutter
Q675208	Ferret Music
Q15568	The University of Hong Kong
Q14647	Sun Microsystems
Q189081	Howard Hughes
Q1967731	National Society of Film Critics Award for Best Actor
Q40523	Julia Roberts
Q9288038	Jim Jonsin
Q313007	Nick Hornby
Q190576	Matthew Bellamy
Q16635	Guam
Q904528	Grammy Award for Album of the Year
Q146141	Hans Christian Andersen
Q231648	Gabrielle Union
Q3073136	Fiza
Q233739	Jenna Ushkowitz
Q432582	Water for Elephants
Q385055	Charles Brackett
Q670376	Arizona Diamondbacks
Q472520	Hal B. Wallis
Q312053	Rick Wakeman
Q28260	Lincoln
Q44564	Charleston
Q184594	County Waterford
Q102341	Farrah Fawcett
Q8877	Steven Spielberg
Q189022	Imperial College London
Q1666270	William S. Darling
Q515687	Dark Command
Q41375	BAFTA Award for Best Original Screenplay
Q79934	U.S. Route 66
Q300555	A Serious Man
Q33935	Tel Aviv
Q622848	Castle Rock Entertainment
Q824133	The Cable Guy
Q297128	David Henrie
Q39121	Leeds
Q217182	Edward Scissorhands
Q726294	Almost Famous
Q178812	tubular bells
Q11943	canton of Zürich
Q517958	Field of Dreams
Q53680	Jeff Daniels
Q207501	F.K. Vojvodina
Q1569216	Please Give
Q208204	Finding Neverland
Q312107	Martin Balsam
Q11746	Wuhan
Q370707	Pelle the Conqueror
Q254	Wolfgang Amadeus Mozart
Q7566644	South Carolina State University
Q587741	Jule Styne
Q1520129	Gettysburg College
Q892498	Caesars Entertainment Corporation
Q223527	Cleveland Browns
Q185059	Days of our Lives
Q82367	Tuscola County
Q1304965	The Fixer
Q9588	Richard Nixon
Q38933	fever
Q491461	Anderson
Q247577	Hiroshima Toyo Carp
Q201656	Nick Jonas
Q153626	Waffen-SS
Q1150105	University of Tennessee
Q430	dinosaur
Q11230	Windows Vista
Q2633389	Gregory Nicotero
Q4270	Tom DeLonge
Q48335	Newfoundland
Q381731	Burn After Reading
Q316704	Keith Andrews
Q319283	Charlie Haden
Q948916	Carry On
Q318712	Renny Harlin
Q547867	National and Kapodistrian University of Athens
Q729982	R. Madhavan
Q49172	New Britain
Q1542148	Grammy Award for Best Female Rock Vocal Performance
Q4970	Hangzhou
Q1461	Manila
Q152531	Zero Dark Thirty
Q18094	Honolulu
Q371786	Joel David Moore
Q3921	Harare
Q783097	college rock
Q23215	Adele
Q111074	John Barry
Q181140	Rachel Griffiths
Q40956	Anhui
Q367084	Bill Conti
Q49268	Fort Wayne
Q1000642	Summit
Q34362	astrology
Q465478	Star Trek Ⅱ: The Wrath of Khan
Q206585	Hapoel Tel Aviv F.C.
Q539374	Arbroath F.C.
Q105987	Charles Boyer
Q187349	Dr. John Watson
Q330113	March of the Penguins
Q166131	Antilles
Q310932	Ray Winstone
Q2418495	independent school
Q9626	Conservative Party
Q3405406	World Fantasy Award for Best Short Fiction
Q2978	Regensburg
Q1570468	Mindscape
Q505498	Joseph C. Wright
Q643263	Sense and Sensibility
Q483856	Turkey national football team
Q304366	The Great Race
Q1296	Ghent
Q263734	nu metal
Q61696	Midnight Cowboy
Q1228404	Calamity Jane
Q575848	White Chicks
Q219656	Macon
Q203385	One Tree Hill
Q71130	Judah Friedlander
Q16739	Long Beach
Q240523	Swizz Beatz
Q1087121	Orange
Q5386	auto racing
Q207	George W. Bush
Q229048	Melissa McCarthy
Q3115713	Priyadarshan
Q8704	Walt Disney
Q182727	The Crying Game
Q664881	Franklin & Marshall College
Q81888	A.F.C. Ajax
Q170433	Passaic
Q502463	Gloucester County
Q12820	Yvelines
Q189	Iceland
Q746733	The Ten Commandments
Q5925	Orange County
Q176	Quebec
Q1646181	Worcester
Q2634446	Goya Award for Best Original Screenplay
Q23614	Nurse Jackie
Q43252	Sophia Loren
Q1199372	Mr. Saturday Night
Q105825	William Hurt
Q11901	Beck
Q3955	Weimar
Q313727	Robert Shaw
Q492467	University of Auckland
Q583525	Here Comes Mr. Jordan
Q1029135	Nettwerk
Q499189	Merced
Q189635	Eagles
Q502592	Oxford County
Q17427	Communist Party of China
Q76611	nonviolence
Q1122688	The Postman
Q991563	Bruce Broughton
Q42941	Agra
Q30876	Yash Chopra
Q276407	The Phantom of the Opera
Q1077549	Chris Messina
Q967225	Isadora
Q131755	bipolar disorder
Q1339121	contemporary worship music
Q507443	pharmaceutical industry
Q2337495	My Cousin Rachel
Q1747601	Jackson State University
Q37922	Nobel Prize in Literature
Q5806	Mecca
Q103784	Donald Sutherland
Q188626	Sonic Youth
Q186243	Iraq national football team
Q962974	Lawrence O'Donnell
Q438628	Alternative Tentacles
Q466680	Edward Carfagno
Q1969128	Bob Yari
Q390141	York County
Q2544572	Walter H. Tyler
Q1344063	Waddy Wachtel
Q186170	doom metal
Q41876	Reims
Q1714175	Justin Cochrane
Q736674	University of Colorado Boulder
Q2608065	The Lego Movie
Q705743	Jerry Douglas
Q37175	Johnny Depp
Q1344183	English American
Q4592603	1997 Major League Baseball draft
Q681097	Gordon E. Sawyer
Q206687	Nelson
Q205842	Aspen
Q2074	Genoa Cricket and Football Club
Q1388111	Jamey Sheridan
Q7317	Giuseppe Verdi
Q647893	SV Eintracht Trier 05
Q462184	Urbana
Q1299260	roots reggae
Q13870	Pampanga
Q2656696	Verity Lambert
Q1516734	Ricky Jay
Q910856	63rd Academy Awards
Q267422	Joy Bryant
Q318138	Abe Burrows
Q29658	To Rome with Love
Q216195	Tom Wolfe
Q234961	Edith Head
Q49272	Chandler
Q1055299	Scary Movie 4
Q1783509	Pulitzer Prize for Music
Q377293	Tony Award for Best Direction of a Musical
Q983698	Mansfield
Q1620416	Kings Row
Q3494438	Babylon 5: The Gathering
Q4608826	2007 Major League Baseball draft
Q16574	Chiang Kai-shek
Q237190	Samantha Mathis
Q841180	Senate of Canada
Q734335	Louis Delluc Prize
Q162578	Holly Marie Combs
Q3765029	Brahmanandam
Q14196	Afrikaans
Q208374	Naveen Andrews
Q528095	Superman III
Q34640	English Channel
Q1138620	Jackass Number Two
Q1425151	Academy Award for Best Documentary (Short Subject)
Q54064	Nassau County
Q10132	Rafael Nadal
Q1321265	Stephen McHattie
Q865017	Mister Fantastic
Q1741329	Kill Rock Stars
Q72	Zürich
Q41754	Ghost Rider
Q1061	Gujarat
Q193482	Neve Campbell
Q1305029	The Country Girl
Q737065	The Cardinal
Q233046	Anne McCaffrey
Q20718	Samsung Electronics
Q313992	David Lee Roth
Q318509	Henry Rollins
Q10346114	Patrick Loubert
Q199853	Gossip Girl
Q128148	Manisaspor
Q179406	Grimsby
Q1680589	Reform Party of Canada
Q607280	Harry Stradling
Q216372	Gateshead
Q424017	acoustic bass guitar
Q209685	stearic acid
Q727	Amsterdam
Q1309	Maastricht
Q616526	Apache License
Q595612	De-Lovely
Q49014	San Luis Obispo County
Q1440378	Summer Wishes, Winter Dreams
Q64160	GFW Impact!
Q1035067	Heisman Trophy
Q32450	Pretty Little Liars
Q3699593	Curb Records
Q1351511	Walter Wanger
Q466611	The Incredible Hulk
Q191477	Pittsburgh Steelers
Q5912	Marcel Duchamp
Q2594990	Dominion of New Zealand
Q7252	feminism
Q1142327	Global Television Network
Q1698	Serge Gainsbourg
Q209538	Iron Man 3
Q377662	Jeffrey Jones
Q316568	Walter Lippmann
Q187861	Wollongong
Q677542	Riot grrrl
Q905	Franz Kafka
Q230109	Cynthia Watros
Q53035	Massimo Troisi
Q1059415	Clyde F.C.
Q191595	Togo national football team
Q947115	Monroe
Q79519	Dothan
Q488517	Brevard County
Q435789	James Ingram
Q5599745	Great Performances
Q241876	Captains Courageous
Q19449	Blackpool F.C.
Q49238	Greensboro
Q233027	Maura Tierney
Q388950	The Assassination of Jesse James by the Coward Robert Ford
Q315343	Erich Segal
Q110203	Collateral
Q17344458	Mr. Holmes
Q1474100	Old Dominion University
Q349448	Alex North
Q446580	Todd Haynes
Q732503	Sony Music Entertainment Japan
Q1122571	The Unbearable Lightness of Being
Q861202	Oliver Twist
Q844908	Crawley
Q108053	San Bernardino County
Q3483998	Silver Screen Partners
Q641760	Ted
Q956822	John Ottman
Q54132	Haverhill
Q48987	Jonathan Demme
Q6066272	Ira Steven Behr
Q1273666	Entertainment One Music
Q53096	Made in Dagenham
Q566098	Sailor Moon Super S: The Movie
Q1204	Illinois
Q5383	David Bowie
Q731734	Edgar Meyer
Q42369	Cannes Film Festival
Q774306	surgeon
Q11934	Mickey Mouse
Q183167	G. K. Chesterton
Q105527	jazz fusion
Q3007045	The Wire, season 5
Q347436	Wilmer Valderrama
Q462799	Evanston
Q836752	My-HiME
Q957543	Ernest Shackleton
Q1795389	The Battle of Midway
Q168651	Landgraviate of Hesse-Kassel
Q597842	Florence
Q1992938	Nine Lives
Q1066683	Charleston Battery
Q49195	Warwick
Q3236790	Lester Holt
Q609236	Big Miracle
Q47654	Saturday Night Fever
